,裁定,臺灣新北地方法院,判賠比率
臺灣臺北地方法院民事判決109年度建字第270號,0,0,0.489913283
臺灣臺北地方法院民事判決110年度建字第16號,0,0,0.938239356
臺灣臺北地方法院民事判決110年度建字第234號,0,0,0.389192694
臺灣臺北地方法院民事判決110年度建字第285號,1,0,0.646835965
臺灣臺北地方法院民事判決110年度建字第97號,0,0,0
臺灣臺北地方法院民事判決111年度建字第20號,1,0,0.897194321
臺灣臺北地方法院民事判決111年度建字第210號,0,0,0
臺灣臺北地方法院民事判決111年度建字第243號,0,0,0
臺灣臺北地方法院民事判決111年度建字第25號,0,0,
臺灣臺北地方法院民事判決111年度建字第91號,0,0,0.743918727
臺灣臺北地方法院民事判決111年度建字第93號,0,0,0
臺灣臺南地方法院民事判決109年度建字第25號,0,0,
臺灣臺南地方法院民事判決110年度建字第39號,0,0,
臺灣臺東地方法院民事判決109年度建字第9號,0,0,0
臺灣高雄地方法院民事判決108年度建字第75號,0,0,1
臺灣高雄地方法院民事判決109年度建字第31號,0,0,0.091032629
臺灣高雄地方法院民事判決110年度建字第53號,0,0,
臺灣高雄地方法院民事判決111年度建字第67號,0,0,1
